complaint_id,complaint_date,market,channel,product_line,root_cause,severity,resolution_days,resolved,escalated_to_regulator,repeat_complaint
C118326,2025-09-24,US,Email,Travel & Lifestyle,Billing/charge discrepancy,Low,0.7,False,False,False
C119264,2025-09-24,UK,Call,Travel & Lifestyle,Privacy/data handling concern,Medium,2.0,True,False,False
C134657,2025-09-24,UK,Email,Card Services,Rewards/points not credited,Low,0.6,True,False,True
C103610,2025-09-24,SG,Call,Digital/App,Billing/charge discrepancy,High,1.1,True,True,False
C135336,2025-09-24,UK,Chat,Billing & Statements,App/digital platform bug,Medium,3.7,True,False,False
C148215,2025-09-24,IN,Call,Travel & Lifestyle,Delayed dispute resolution,Medium,3.9,True,False,False
C103106,2025-09-24,UK,Chat,Card Services,Billing/charge discrepancy,Low,1.7,True,False,False
C117348,2025-09-24,IN,Call,Billing & Statements,Billing/charge discrepancy,Low,12.4,True,False,False
C124571,2025-09-24,IN,Email,Travel & Lifestyle,Billing/charge discrepancy,Low,2.5,True,False,False
C140877,2025-09-24,UK,Email,Travel & Lifestyle,Delayed dispute resolution,Medium,4.8,True,False,False
C139274,2025-09-24,US,Chat,Card Services,Privacy/data handling concern,Medium,0.3,True,False,False
C131954,2025-09-24,IN,Email,Digital/App,Delayed dispute resolution,Low,3.4,True,False,False
C111732,2025-09-24,UK,Call,Travel & Lifestyle,Privacy/data handling concern,Medium,5.4,True,False,False
C149746,2025-09-24,US,Chat,Merchant Services,Billing/charge discrepancy,Low,1.5,True,False,False
C102949,2025-09-24,UK,Chat,Rewards & Membership,Delayed dispute resolution,Low,13.0,True,False,False
C112237,2025-09-24,IN,Call,Travel & Lifestyle,App/digital platform bug,Low,4.0,True,True,False
C114374,2025-09-24,US,Call,Billing & Statements,Fraud/unauthorized charge handling,High,3.2,True,True,False
C119139,2025-09-24,US,Email,Digital/App,Billing/charge discrepancy,Medium,0.6,True,False,False
C127292,2025-09-24,UK,Call,Merchant Services,Rewards/points not credited,Low,0.5,True,False,False
C125289,2025-09-24,CA,Email,Digital/App,Delayed dispute resolution,Low,1.0,True,False,False
C140271,2025-09-24,IN,Social,Card Services,Fraud/unauthorized charge handling,Low,6.5,True,False,False
C104196,2025-09-24,IN,Call,Travel & Lifestyle,Delayed dispute resolution,Medium,5.1,True,False,False
C103084,2025-09-24,US,Call,Digital/App,Billing/charge discrepancy,Medium,0.3,True,False,True
C122556,2025-09-24,US,Email,Billing & Statements,Privacy/data handling concern,Medium,2.0,True,False,True
C111420,2025-09-24,IN,Chat,Merchant Services,Privacy/data handling concern,Low,1.1,True,False,False
C142209,2025-09-24,SG,Chat,Merchant Services,Billing/charge discrepancy,Low,6.1,True,False,False
C127722,2025-09-24,SG,Email,Rewards & Membership,App/digital platform bug,Low,1.7,True,True,False
C117686,2025-09-24,US,Chat,Billing & Statements,Delayed dispute resolution,Medium,8.8,True,False,False
C133004,2025-09-24,MX,Email,Merchant Services,Agent miscommunication,Low,4.2,False,False,True
C104954,2025-09-24,MX,Email,Digital/App,Delayed dispute resolution,Low,34.9,True,False,False
C123071,2025-09-24,UK,Chat,Rewards & Membership,Billing/charge discrepancy,Medium,0.7,True,False,False
C132535,2025-09-24,CA,Email,Card Services,Rewards/points not credited,Low,3.6,True,False,True
C132484,2025-09-24,US,Call,Billing & Statements,Fraud/unauthorized charge handling,High,27.7,True,True,False
C144091,2025-09-24,US,Chat,Billing & Statements,Billing/charge discrepancy,Low,5.9,True,False,False
C144808,2025-09-24,IN,Call,Travel & Lifestyle,App/digital platform bug,Low,41.1,True,False,False
C130760,2025-09-24,CA,Email,Travel & Lifestyle,App/digital platform bug,Medium,5.5,True,False,False
C109929,2025-09-24,IN,Email,Card Services,App/digital platform bug,Medium,15.7,True,False,False
C100239,2025-09-24,US,Chat,Digital/App,Delayed dispute resolution,Medium,1.7,True,False,False
C122565,2025-09-24,US,Call,Digital/App,Billing/charge discrepancy,Low,2.2,True,False,False
C145913,2025-09-24,UK,Chat,Billing & Statements,Billing/charge discrepancy,Medium,5.7,True,False,False
C147324,2025-09-24,US,Email,Card Services,Delayed dispute resolution,Low,7.4,True,False,False
C124778,2025-09-24,AU,Email,Rewards & Membership,Billing/charge discrepancy,Low,3.2,False,False,False
C134252,2025-09-24,IN,Call,Travel & Lifestyle,Delayed dispute resolution,Medium,14.7,True,False,False
C112562,2025-09-24,US,Call,Billing & Statements,Billing/charge discrepancy,Low,1.1,True,False,False
C147314,2025-09-24,US,Chat,Merchant Services,Billing/charge discrepancy,Low,1.4,True,False,False
C123502,2025-09-24,CA,Call,Rewards & Membership,Agent miscommunication,Medium,0.3,True,False,False
C141771,2025-09-24,US,Social,Card Services,Agent miscommunication,Medium,4.6,True,False,False
C147475,2025-09-25,US,Email,Travel & Lifestyle,Billing/charge discrepancy,Medium,5.2,True,False,False
C132442,2025-09-25,IN,Chat,Digital/App,Fraud/unauthorized charge handling,Medium,19.1,True,False,False
C133841,2025-09-25,CA,Chat,Card Services,Billing/charge discrepancy,High,5.3,True,True,False
C130050,2025-09-25,US,Call,Digital/App,Fraud/unauthorized charge handling,Low,1.0,True,False,False
C121312,2025-09-25,SG,Call,Card Services,Delayed dispute resolution,Medium,3.2,True,False,False
C147753,2025-09-25,IN,Chat,Merchant Services,Delayed dispute resolution,Low,4.2,True,False,False
C132424,2025-09-25,UK,Email,Digital/App,Billing/charge discrepancy,Low,3.4,True,False,False
C129011,2025-09-25,CA,Call,Card Services,App/digital platform bug,Medium,38.0,True,False,False
C140588,2025-09-25,US,Email,Rewards & Membership,Billing/charge discrepancy,Medium,4.9,True,True,False
C140606,2025-09-25,US,Call,Travel & Lifestyle,Billing/charge discrepancy,Low,4.0,True,False,False
C128897,2025-09-25,UK,Email,Rewards & Membership,Fraud/unauthorized charge handling,Low,12.2,True,False,False
C108728,2025-09-25,US,Chat,Travel & Lifestyle,Delayed dispute resolution,Medium,4.9,True,False,False
C112744,2025-09-25,SG,Chat,Travel & Lifestyle,Billing/charge discrepancy,Medium,1.8,True,False,True
C140888,2025-09-25,CA,Email,Travel & Lifestyle,Agent miscommunication,Medium,4.1,True,False,False
C130991,2025-09-25,IN,Email,Digital/App,Privacy/data handling concern,Low,11.2,True,False,False
C130951,2025-09-25,IN,Social,Merchant Services,Billing/charge discrepancy,High,1.8,True,False,False
C140450,2025-09-25,SG,Call,Card Services,Agent miscommunication,Low,4.5,True,False,False
C144157,2025-09-25,UK,Call,Billing & Statements,Delayed dispute resolution,Medium,8.1,True,False,True
C130823,2025-09-25,UK,Call,Billing & Statements,Billing/charge discrepancy,Medium,1.1,True,False,False
C111609,2025-09-25,US,Call,Card Services,Privacy/data handling concern,Low,3.6,True,False,False
C108960,2025-09-25,IN,Call,Rewards & Membership,Billing/charge discrepancy,Low,3.4,True,False,False
C146850,2025-09-25,SG,Chat,Digital/App,Billing/charge discrepancy,Low,7.4,True,False,False
C100804,2025-09-25,AU,Call,Billing & Statements,Billing/charge discrepancy,High,5.3,True,False,False
C114276,2025-09-25,IN,Social,Travel & Lifestyle,Privacy/data handling concern,Medium,4.4,True,False,False
C136606,2025-09-25,IN,Call,Billing & Statements,App/digital platform bug,Medium,7.5,True,False,False
C108627,2025-09-25,CA,Email,Billing & Statements,Billing/charge discrepancy,Low,4.0,True,False,False
C131411,2025-09-25,IN,Chat,Digital/App,App/digital platform bug,Low,8.0,True,False,False
C123406,2025-09-25,MX,Chat,Card Services,Billing/charge discrepancy,High,13.9,True,True,False
C100829,2025-09-25,SG,Call,Digital/App,Fraud/unauthorized charge handling,Medium,8.4,True,False,False
C118578,2025-09-25,UK,Call,Digital/App,Billing/charge discrepancy,Low,4.6,True,False,False
C132737,2025-09-25,MX,Call,Digital/App,Billing/charge discrepancy,Low,5.9,True,False,False
C112214,2025-09-25,UK,Chat,Billing & Statements,Billing/charge discrepancy,Medium,1.3,True,False,False
C146706,2025-09-25,US,Call,Digital/App,Billing/charge discrepancy,Low,0.6,True,False,False
C127426,2025-09-25,SG,Call,Merchant Services,App/digital platform bug,High,9.8,True,False,False
C144606,2025-09-25,US,Chat,Digital/App,Billing/charge discrepancy,Medium,0.5,False,False,False
C120658,2025-09-25,US,Chat,Digital/App,Billing/charge discrepancy,Low,3.8,True,False,False
C104500,2025-09-25,SG,Call,Card Services,Delayed dispute resolution,Low,9.9,True,False,False
C118307,2025-09-25,US,Email,Digital/App,Billing/charge discrepancy,Low,1.1,True,False,False
C148292,2025-09-25,CA,Call,Card Services,Agent miscommunication,Medium,7.4,True,False,False
C108067,2025-09-25,AU,Call,Billing & Statements,Delayed dispute resolution,Medium,20.6,False,False,True
C106123,2025-09-25,UK,Call,Rewards & Membership,Rewards/points not credited,Low,4.3,True,False,False
C144238,2025-09-25,IN,Chat,Digital/App,App/digital platform bug,Low,8.3,True,False,True
C134969,2025-09-25,US,Chat,Rewards & Membership,Rewards/points not credited,High,3.0,True,True,False
C100601,2025-09-25,UK,Call,Digital/App,Billing/charge discrepancy,Medium,1.3,True,False,False
C119887,2025-09-25,US,Chat,Travel & Lifestyle,App/digital platform bug,Low,5.4,True,False,False
C115745,2025-09-25,AU,Email,Rewards & Membership,Privacy/data handling concern,Medium,4.5,True,True,False
C101818,2025-09-25,UK,Call,Card Services,Other,Medium,1.8,True,False,False
C139377,2025-09-25,MX,Call,Billing & Statements,Fraud/unauthorized charge handling,Low,8.5,True,False,True
C126522,2025-09-25,IN,Chat,Merchant Services,Agent miscommunication,Low,4.8,True,False,False
C134941,2025-09-25,IN,Email,Rewards & Membership,Delayed dispute resolution,Medium,3.5,True,True,False
C124284,2025-09-25,AU,Call,Billing & Statements,Billing/charge discrepancy,Low,1.3,True,False,False
C145072,2025-09-25,US,Call,Digital/App,Billing/charge discrepancy,Low,2.0,True,False,False
C101139,2025-09-25,CA,Call,Digital/App,Fraud/unauthorized charge handling,High,8.5,True,True,False
C109576,2025-09-25,US,Call,Rewards & Membership,Privacy/data handling concern,Medium,1.8,True,True,False
C107409,2025-09-25,CA,Chat,Merchant Services,App/digital platform bug,Low,9.0,True,False,False
C109845,2025-09-26,US,Call,Card Services,Agent miscommunication,Low,2.7,False,False,True
C149572,2025-09-26,CA,Email,Digital/App,Delayed dispute resolution,Low,7.1,False,False,False
C115465,2025-09-26,US,Call,Billing & Statements,Fraud/unauthorized charge handling,Medium,6.9,True,False,False
C139296,2025-09-26,UK,Call,Merchant Services,Rewards/points not credited,Low,5.0,True,False,False
C135121,2025-09-26,US,Social,Travel & Lifestyle,Agent miscommunication,Low,1.2,True,False,False
C137734,2025-09-26,AU,Email,Merchant Services,Rewards/points not credited,Low,5.1,True,False,False
C108157,2025-09-26,SG,Chat,Billing & Statements,Agent miscommunication,Medium,2.8,True,False,False
C112177,2025-09-26,IN,Social,Travel & Lifestyle,Delayed dispute resolution,Low,6.1,True,False,False
C130253,2025-09-26,IN,Call,Rewards & Membership,App/digital platform bug,Low,7.3,True,True,False
C106269,2025-09-26,US,Call,Billing & Statements,Delayed dispute resolution,Medium,11.4,True,False,False
C115514,2025-09-26,IN,Chat,Card Services,Fraud/unauthorized charge handling,Low,6.3,True,False,True
C116190,2025-09-26,UK,Chat,Card Services,Privacy/data handling concern,Low,4.8,True,False,False
C140319,2025-09-26,SG,Chat,Merchant Services,Delayed dispute resolution,Medium,14.6,True,False,False
C126398,2025-09-26,UK,Email,Digital/App,Rewards/points not credited,Low,2.5,True,False,False
C102120,2025-09-26,CA,Chat,Digital/App,Rewards/points not credited,Medium,1.0,True,False,False
C113638,2025-09-26,US,Call,Merchant Services,App/digital platform bug,Low,6.7,True,False,False
C145449,2025-09-26,US,Call,Merchant Services,Billing/charge discrepancy,Low,1.9,False,False,False
C120294,2025-09-26,CA,Call,Rewards & Membership,Billing/charge discrepancy,Medium,3.9,True,False,False
C111905,2025-09-26,US,Chat,Billing & Statements,Agent miscommunication,Medium,3.4,True,False,False
C102459,2025-09-26,US,Chat,Merchant Services,App/digital platform bug,Low,11.7,True,False,False
C120430,2025-09-26,IN,Email,Card Services,App/digital platform bug,Medium,18.9,True,False,True
C149558,2025-09-26,US,Social,Merchant Services,Billing/charge discrepancy,Low,2.7,True,False,False
C149438,2025-09-26,IN,Social,Digital/App,Billing/charge discrepancy,Medium,6.9,True,False,False
C130344,2025-09-26,US,Chat,Card Services,Billing/charge discrepancy,Medium,10.3,True,False,False
C116042,2025-09-26,IN,Email,Rewards & Membership,Billing/charge discrepancy,Medium,10.4,True,False,False
C112267,2025-09-26,UK,Chat,Card Services,Other,Medium,5.0,False,False,False
C137051,2025-09-26,US,Call,Merchant Services,App/digital platform bug,Medium,35.7,True,True,False
C136176,2025-09-26,US,Call,Travel & Lifestyle,Billing/charge discrepancy,Medium,2.9,True,False,False
C148491,2025-09-26,US,Chat,Digital/App,Privacy/data handling concern,Low,1.5,True,False,False
C105579,2025-09-26,US,Social,Billing & Statements,Rewards/points not credited,Medium,2.2,True,False,False
C144984,2025-09-26,AU,Chat,Travel & Lifestyle,Delayed dispute resolution,Low,3.2,True,False,False
C128630,2025-09-26,US,Chat,Merchant Services,Billing/charge discrepancy,Medium,5.5,True,False,False
C125851,2025-09-26,UK,Chat,Rewards & Membership,Fraud/unauthorized charge handling,Low,2.0,True,False,False
C131576,2025-09-26,US,Call,Billing & Statements,Billing/charge discrepancy,Medium,4.4,True,False,False
C110537,2025-09-26,MX,Call,Rewards & Membership,Billing/charge discrepancy,Medium,2.6,True,False,False
C143301,2025-09-26,MX,Email,Merchant Services,Agent miscommunication,High,3.9,True,False,False
C133641,2025-09-26,AU,Call,Billing & Statements,Fraud/unauthorized charge handling,Medium,6.1,True,False,False
C146411,2025-09-26,CA,Call,Digital/App,Billing/charge discrepancy,Low,3.8,True,True,True
C143229,2025-09-26,UK,Email,Rewards & Membership,Delayed dispute resolution,Medium,3.0,True,False,False
C124651,2025-09-26,US,Email,Digital/App,Rewards/points not credited,Medium,2.6,True,False,False
C101464,2025-09-26,SG,Chat,Rewards & Membership,Billing/charge discrepancy,High,1.1,True,False,False
C143818,2025-09-26,US,Call,Billing & Statements,Agent miscommunication,Low,1.9,True,False,False
C145961,2025-09-26,CA,Call,Merchant Services,Billing/charge discrepancy,Medium,3.3,True,False,True
C123109,2025-09-26,US,Chat,Billing & Statements,Billing/charge discrepancy,Low,2.1,True,False,False
C146682,2025-09-26,CA,Email,Billing & Statements,Billing/charge discrepancy,High,3.6,True,True,False
C124547,2025-09-26,IN,Call,Merchant Services,Billing/charge discrepancy,Medium,6.6,True,False,False
C124858,2025-09-26,AU,Email,Card Services,Agent miscommunication,Medium,4.9,True,False,False
C119054,2025-09-26,IN,Call,Merchant Services,App/digital platform bug,High,29.8,True,True,False
C127358,2025-09-27,CA,Email,Merchant Services,Fraud/unauthorized charge handling,Low,2.0,True,False,True
C132555,2025-09-27,SG,Call,Card Services,Billing/charge discrepancy,Medium,1.7,True,False,False
C104194,2025-09-27,CA,Email,Rewards & Membership,Billing/charge discrepancy,Medium,3.6,True,False,False
C132931,2025-09-27,MX,Chat,Travel & Lifestyle,App/digital platform bug,Low,12.2,True,False,False
C112415,2025-09-27,IN,Call,Billing & Statements,Agent miscommunication,Low,1.5,True,False,False
C100579,2025-09-27,IN,Call,Travel & Lifestyle,Other,Low,8.5,True,False,False
C148774,2025-09-27,US,Email,Billing & Statements,Delayed dispute resolution,Low,13.9,True,False,False
C145702,2025-09-27,US,Call,Digital/App,Fraud/unauthorized charge handling,Low,8.6,True,False,False
C121772,2025-09-27,US,Call,Digital/App,App/digital platform bug,Medium,13.8,True,False,False
C144258,2025-09-27,AU,Chat,Merchant Services,Delayed dispute resolution,Low,11.4,True,False,True
C148787,2025-09-27,SG,Email,Digital/App,App/digital platform bug,Low,6.1,True,False,False
C149034,2025-09-27,AU,Chat,Travel & Lifestyle,Billing/charge discrepancy,Low,12.0,True,False,False
C107794,2025-09-27,SG,Call,Travel & Lifestyle,Billing/charge discrepancy,Medium,2.7,True,False,False
C134253,2025-09-27,AU,Chat,Merchant Services,Agent miscommunication,Low,2.2,True,False,False
C105789,2025-09-27,US,Call,Travel & Lifestyle,Agent miscommunication,Medium,0.6,True,False,False
C119821,2025-09-27,US,Call,Billing & Statements,Agent miscommunication,Medium,3.4,True,False,False
C117624,2025-09-27,US,Chat,Merchant Services,App/digital platform bug,High,12.9,True,False,False
C137502,2025-09-27,US,Call,Travel & Lifestyle,Fraud/unauthorized charge handling,Medium,9.5,True,True,False
C133585,2025-09-27,UK,Email,Card Services,Fraud/unauthorized charge handling,High,11.3,True,False,False
C147818,2025-09-27,UK,Social,Card Services,Billing/charge discrepancy,Medium,5.8,True,False,True
C112522,2025-09-27,IN,Call,Rewards & Membership,Fraud/unauthorized charge handling,Medium,6.5,True,False,False
C110013,2025-09-27,US,Social,Digital/App,Delayed dispute resolution,Low,8.9,True,False,True
C109617,2025-09-27,US,Call,Billing & Statements,Billing/charge discrepancy,Low,1.1,True,False,False
